"Libellé";"idBank";"Dernière mise à jour";"Période";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"O";"A";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Meuse";"010606524";"12/03/2024 16:12";"";"";"28";"28";"27";"31";"25";"30";"30";"35";"34";"";"";"32";"34"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Totales - dans l'hôtellerie - Alpes de Hautes-Provence";"010606248";"12/03/2024 16:12";"";"";"352";"364";"372";"364";"371";"346";"356";"382";"421";"";"";"413";"391"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Ardennes";"010606476";"12/03/2024 16:12";"";"";"39";"31";"32";"39";"37";"38";"39";"42";"42";"";"";"37";"39"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Pays de la Loire";"010606459";"12/03/2024 16:12";"";"";"311";"326";"345";"349";"376";"399";"425";"477";"446";"";"";"434";"475"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Jura";"010606396";"12/03/2024 16:12";"";"";"302";"301";"296";"290";"311";"297";"289";"276";"273";"";"";"262";"270"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Moselle";"010606526";"12/03/2024 16:12";"";"";"181";"172";"232";"262";"295";"294";"326";"339";"325";"";"";"260";"289"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Centre-Val de Loire";"010606342";"12/03/2024 16:12";"";"";"3162";"3127";"3062";"3006";"3171";"3242";"3257";"3257";"3352";"";"";"3337";"3400"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Hautes-Pyrénées";"010606422";"12/03/2024 16:12";"";"";"679";"662";"664";"653";"630";"607";"578";"617";"599";"";"";"579";"608"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Hauts-de-Seine";"010606561";"12/03/2024 16:12";"";"";"884";"910";"1000";"1023";"1017";"898";"1052";"1202";"1211";"";"";"863";"1022"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Val-de-Marne";"010606563";"12/03/2024 16:12";"";"";"416";"444";"514";"549";"570";"491";"616";"650";"615";"";"";"431";"530"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Bas-Rhin";"010606424";"12/03/2024 16:12";"";"";"1391";"1385";"1337";"1399";"1377";"1426";"1468";"1474";"1577";"";"";"1416";"1492"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Guyane";"010606582";"12/03/2024 16:12";"";"";"20";"18";"16";"24";"21";"20";"26";"27";"34";"";"";"14";"15"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Vendée";"010606442";"12/03/2024 16:12";"";"";"633";"657";"637";"651";"703";"772";"777";"824";"849";"";"";"877";"912"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nuitées dans les Autres Hébergements Collectifs Touristiques - Total - Bretagne";"010755134";"12/03/2024 16:12";"";"";"";"";"";"";"";"";"";"";"4025";"";"3200";"4255";"4149"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"O";"A";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Orne";"010606418";"12/03/2024 16:12";"";"";"251";"233";"212";"215";"212";"222";"204";"211";"196";"";"";"187";"184"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Dordogne";"010606381";"12/03/2024 16:12";"";"";"519";"499";"483";"470";"452";"438";"472";"454";"467";"";"";"456";"418"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Corrèze";"010606375";"12/03/2024 16:12";"";"";"378";"373";"346";"333";"340";"347";"342";"349";"360";"";"";"331";"320"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Essonne";"010606560";"12/03/2024 16:12";"";"";"216";"211";"244";"268";"283";"239";"238";"287";"259";"";"";"211";"265"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Landes";"010606509";"12/03/2024 16:12";"";"";"44";"43";"44";"54";"59";"62";"63";"66";"65";"";"";"56";"64"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Aube";"010606478";"12/03/2024 16:12";"";"";"100";"108";"118";"131";"129";"137";"142";"169";"150";"";"";"151";"163"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Seine-Maritime";"010606433";"12/03/2024 16:12";"";"";"1197";"1164";"1181";"1186";"1173";"1216";"1286";"1260";"1277";"";"";"1210";"1190"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nuitées dans les Autres Hébergements Collectifs Touristiques - Total - Bourgogne-Franche-Comté";"010755129";"12/03/2024 16:12";"";"";"";"";"";"";"";"";"";"";"1086";"";"658";"1034";"1128"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"O";"A";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Pyrénées-Orientales";"010606423";"12/03/2024 16:12";"";"";"702";"694";"652";"696";"671";"720";"764";"742";"751";"";"";"756";"746"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Grand Est";"010606346";"12/03/2024 16:12";"";"";"5803";"5735";"5727";"5701";"5641";"5775";"5962";"5838";"6015";"";"";"5570";"5785"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Martinique";"010606581";"12/03/2024 16:12";"";"";"27";"24";"30";"35";"37";"32";"36";"42";"45";"";"";"36";"39"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nuitées dans les Autres Hébergements Collectifs Touristiques - Total - Nouvelle-Aquitaine";"010755135";"12/03/2024 16:12";"";"";"";"";"";"";"";"";"";"";"11588";"";"8904";"11381";"11201"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"O";"A";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Ariège";"010606365";"12/03/2024 16:12";"";"";"124";"138";"134";"133";"114";"106";"123";"114";"127";"";"";"126";"133"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Gers";"010606389";"12/03/2024 16:12";"";"";"139";"143";"138";"118";"119";"129";"126";"121";"119";"";"";"110";"105"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Savoie";"010606430";"12/03/2024 16:12";"";"";"976";"954";"1040";"1016";"1010";"1029";"1003";"1005";"1029";"";"";"1142";"1091"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Oise";"010606529";"12/03/2024 16:12";"";"";"95";"116";"121";"124";"129";"131";"145";"163";"145";"";"";"150";"170"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Meurthe-et-Moselle";"010606411";"12/03/2024 16:12";"";"";"546";"557";"556";"541";"528";"532";"542";"522";"511";"";"";"489";"478"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Nord";"010606528";"12/03/2024 16:12";"";"";"334";"381";"398";"452";"479";"526";"524";"574";"538";"";"";"422";"501"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Totales - dans l'hôtellerie - Ardèche";"010606251";"12/03/2024 16:12";"";"";"315";"311";"307";"286";"329";"340";"346";"348";"349";"";"";"382";"369"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Côte-d'Or";"010606378";"12/03/2024 16:12";"";"";"1104";"1046";"1028";"991";"1011";"1075";"1091";"1073";"1106";"";"";"1118";"1126"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Loire";"010606399";"12/03/2024 16:12";"";"";"537";"484";"481";"463";"442";"429";"446";"419";"427";"";"";"427";"413"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Hérault";"010606391";"12/03/2024 16:12";"";"";"1536";"1558";"1589";"1534";"1460";"1492";"1498";"1504";"1594";"";"";"1665";"1612"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Charente-Maritime";"010606373";"12/03/2024 16:12";"";"";"1106";"1056";"1076";"1096";"1126";"1130";"1168";"1189";"1216";"";"";"1152";"1125"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Alpes de Hautes-Provence";"010606360";"12/03/2024 16:12";"";"";"266";"273";"283";"295";"271";"264";"273";"294";"321";"";"";"336";"312"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Haut-Rhin";"010606537";"12/03/2024 16:12";"";"";"592";"612";"671";"695";"691";"695";"748";"749";"780";"";"";"735";"812"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Deux-Sèvres";"010606436";"12/03/2024 16:12";"";"";"243";"262";"280";"277";"297";"290";"294";"280";"296";"";"";"272";"266"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Tarn-et-Garonne";"010606551";"12/03/2024 16:12";"";"";"12";"14";"14";"18";"17";"23";"30";"36";"33";"";"";"18";"24"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Territoire-de-Belfort";"010606447";"12/03/2024 16:12";"";"";"130";"130";"136";"139";"135";"152";"152";"155";"164";"";"";"134";"143"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Loiret";"010606402";"12/03/2024 16:12";"";"";"772";"759";"745";"711";"742";"744";"757";"773";"782";"";"";"745";"749"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Bourgogne-Franche-Comté";"010606455";"12/03/2024 16:12";"";"";"1331";"1303";"1359";"1464";"1584";"1463";"1536";"1614";"1572";"";"";"1404";"1456"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Cantal";"010606483";"12/03/2024 16:12";"";"";"26";"26";"22";"27";"30";"28";"26";"25";"18";"";"";"14";"16"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Rhône";"010606538";"12/03/2024 16:12";"";"";"533";"603";"727";"589";"708";"774";"778";"811";"826";"";"";"798";"956"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Corrèze";"010606487";"12/03/2024 16:12";"";"";"31";"25";"35";"37";"39";"39";"41";"38";"39";"";"";"36";"40"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Pyrénées-Atlantiques";"010606421";"12/03/2024 16:12";"";"";"1290";"1237";"1268";"1226";"1248";"1298";"1278";"1259";"1263";"";"";"1290";"1314"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Côtes d'Armor";"010606491";"12/03/2024 16:12";"";"";"74";"75";"70";"76";"76";"75";"74";"81";"79";"";"";"86";"91"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Vosges";"010606445";"12/03/2024 16:12";"";"";"445";"444";"437";"404";"404";"415";"424";"414";"430";"";"";"393";"396"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Haute-Vienne";"010606556";"12/03/2024 16:12";"";"";"52";"52";"56";"60";"58";"59";"72";"72";"69";"";"";"60";"71"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Totales - dans l'hôtellerie - Charente";"010606260";"12/03/2024 16:12";"";"";"275";"289";"288";"284";"284";"299";"299";"293";"306";"";"";"341";"333"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Totales - dans l'hôtellerie - Aisne";"010606246";"12/03/2024 16:12";"";"";"358";"365";"354";"358";"345";"351";"369";"372";"363";"";"";"318";"319"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Haute-Corse";"010606377";"12/03/2024 16:12";"";"";"445";"461";"447";"448";"445";"418";"466";"446";"458";"";"";"485";"449"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Alpes-Maritimes";"010606362";"12/03/2024 16:12";"";"";"2019";"2010";"1958";"1899";"1869";"1882";"1880";"1862";"1960";"";"";"2194";"2249"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Nièvre";"010606415";"12/03/2024 16:12";"";"";"247";"246";"235";"232";"243";"238";"241";"229";"225";"";"";"207";"206"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Creuse";"010606492";"12/03/2024 16:12";"";"";"5";"5";"7";"10";"9";"9";"7";"9";"6";"";"";"5";"5"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Hauts-de-Seine";"010606449";"12/03/2024 16:12";"";"";"1726";"1702";"1685";"1694";"1670";"1600";"1781";"1852";"1963";"";"";"1655";"1781"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Moselle";"010606414";"12/03/2024 16:12";"";"";"804";"730";"806";"781";"812";"869";"955";"915";"915";"";"";"833";"868"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Tarn";"010606438";"12/03/2024 16:12";"";"";"283";"280";"263";"261";"271";"291";"255";"250";"267";"";"";"255";"250"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Dordogne";"010606493";"12/03/2024 16:12";"";"";"120";"117";"131";"141";"161";"139";"142";"137";"122";"";"";"104";"111"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Ardennes";"010606364";"12/03/2024 16:12";"";"";"146";"156";"154";"163";"147";"146";"141";"131";"135";"";"";"124";"124"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Doubs";"010606494";"12/03/2024 16:12";"";"";"94";"91";"102";"114";"142";"138";"158";"169";"184";"";"";"141";"142"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nuitées dans les résidences de tourisme et hébergements assimilés - Total - Grand Est";"010755145";"12/03/2024 16:12";"";"";"";"";"";"";"";"";"";"";"3638";"";"2053";"3362";"3433"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"O";"A";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Paris";"010606544";"12/03/2024 16:12";"";"";"8497";"8795";"8982";"9177";"8861";"7960";"9193";"10079";"9902";"";"";"9270";"10270"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - France métropolitaine";"010606354";"12/03/2024 16:12";"";"";"80634";"79587";"79021";"78258";"78668";"80514";"82619";"81916";"84379";"";"";"80861";"81735"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Cher";"010606486";"12/03/2024 16:12";"";"";"71";"66";"73";"71";"74";"81";"87";"90";"89";"";"";"86";"94"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Sarthe";"010606541";"12/03/2024 16:12";"";"";"72";"70";"67";"69";"76";"76";"80";"96";"87";"";"";"86";"91"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nuitées dans les Autres Hébergements Collectifs Touristiques - Total - Provence-Alpes-Côte d'Azur";"010755138";"12/03/2024 16:12";"";"";"";"";"";"";"";"";"";"";"15206";"";"10298";"14738";"13673"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"O";"A";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Loiret";"010606514";"12/03/2024 16:12";"";"";"193";"179";"193";"192";"204";"191";"209";"226";"220";"";"";"208";"219"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nuitées dans les résidences de tourisme et hébergements assimilés - Total - Bourgogne-Franche-Comté";"010755142";"12/03/2024 16:12";"";"";"";"";"";"";"";"";"";"";"420";"";"291";"405";"462"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"O";"A";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Guadeloupe ";"010606575";"12/03/2024 16:12";"";"";"300";"299";"291";"266";"240";"235";"275";"303";"301";"";"";"316";"347"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nuitées dans les résidences de tourisme et hébergements assimilés - Total - Provence-Alpes-Côte d'Azur";"010755151";"12/03/2024 16:12";"";"";"";"";"";"";"";"";"";"";"11014";"";"7399";"10635";"9687"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"O";"A";"A";"A"
"Nuitées dans les résidences de tourisme et hébergements assimilés - Total - Hauts-de-France";"010755144";"12/03/2024 16:12";"";"";"";"";"";"";"";"";"";"";"2197";"";"1455";"2189";"2200"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"O";"A";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Isère";"010606395";"12/03/2024 16:12";"";"";"1215";"1176";"1184";"1159";"1102";"1133";"1154";"1151";"1144";"";"";"1112";"1070"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Gers";"010606501";"12/03/2024 16:12";"";"";"10";"10";"10";"9";"9";"12";"14";"13";"12";"";"";"9";"9"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Var";"010606440";"12/03/2024 16:12";"";"";"1406";"1400";"1357";"1312";"1298";"1319";"1357";"1296";"1357";"";"";"1477";"1396"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Allier";"010606471";"12/03/2024 16:12";"";"";"46";"50";"49";"53";"59";"51";"59";"65";"59";"";"";"58";"68"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Charente";"010606484";"12/03/2024 16:12";"";"";"31";"32";"29";"39";"42";"44";"50";"54";"47";"";"";"56";"57"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Gironde";"010606390";"12/03/2024 16:12";"";"";"1956";"1935";"1992";"1971";"2041";"2162";"2202";"2150";"2273";"";"";"2098";"2202"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - Haute-Marne";"010606521";"12/03/2024 16:12";"";"";"69";"63";"67";"64";"67";"64";"58";"66";"58";"";"";"66";"61"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Lot-et-Garonne";"010606404";"12/03/2024 16:12";"";"";"251";"260";"270";"266";"254";"257";"265";"258";"257";"";"";"257";"269"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Totales - dans l'hôtellerie - Cantal";"010606259";"12/03/2024 16:12";"";"";"284";"292";"283";"284";"306";"317";"302";"289";"278";"";"";"234";"237"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nuitées dans les Autres Hébergements Collectifs Touristiques - Total - Corse";"010755127";"12/03/2024 16:12";"";"";"";"";"";"";"";"";"";"";"3315";"";"2979";"3346";"3187"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"O";"A";"A";"A"
"Nombre d'arrivées - Non-résidents - dans l'hôtellerie - DOM";"010606467";"12/03/2024 16:12";"";"";"124";"112";"129";"141";"157";"158";"197";"201";"185";"";"";"124";"158"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Bouches-du-Rhône";"010606369";"12/03/2024 16:12";"";"";"2469";"2360";"2459";"2508";"2503";"2604";"2734";"2759";"2949";"";"";"2982";"2957"
"Codes";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"A";"A"
"Nombre d'arrivées - Résidents - dans l'hôtellerie - Lot";"010606403";"12/03/2024 16:12";"";"";"305";"304";"300";"269";"282";"276";"273";"278";"287";"";"";"310";"291"
